1,DEE-RE-JP-AII,2,U,,,,,,,,,,
303,+,L XING:168,500,20,2658.8571,7626.9837,S,333.44,9,E,E,E,STR
304,BAK,BAK DIST,500,20,2658.6753,7626.6052,S,333.44,3,E,E,E,STR
305,BAK,INN DIST,500,20,2658.4152,7626.017,S,333.44,26,E,E,E,STR
306,BAK,BAK HOME,500,20,2658.1599,7625.4719,S,333.44,7,E,E,E,STR
307,+,L XING:170,500,20,2658.1126,7625.3692,S,333.44,9,E,E,E,STR
308,BAK,BAK STR,500,20,2657.7073,7624.4891,S,333.44,11,E,E,E,STR
309,+,PSR:110KMPH,500,20,2657.6664,7624.4016,S,333.44,44,E,E,E,STR
310,BAK,BAK ADVSTR,500,20,2657.6346,7624.3307,S,333.44,2,E,E,E,STR
311,+,L XING:172,500,20,2657.6051,7624.2771,S,333.44,9,E,E,E,STR
312,+,GATE SIG:173,500,20,2657.02,7623.9259,S,333.44,4,E,E,E,STR
313,+,L XING:173,500,20,2656.9212,7623.8774,S,333.44,9,E,E,E,STR
314,+,PSR:110KMPH,500,20,2656.3862,7623.5456,S,333.44,44,E,E,E,STR
315,.,DJ OPEN,240,20,2655.5302,7622.3482,S,333.44,24,E,E,E,STR
316,+,L XING:176,500,20,2655.1991,7621.8079,S,333.44,9,E,E,E,STR
317,DO,DO-DIST,500,20,2655.0012,7621.5012,s,333.44,3,E,E,E,STR
318,DO,INN DIST,500,20,2654.6942,7621.0008,S,333.44,26,E,E,E,STR
319,DO,DO HOME,500,20,2654.3851,7620.5227,S,333.44,7,E,E,E,STR
320,+,L XING:179,500,20,2654.3209,7620.4032,S,333.44,9,E,E,E,STR
321,+,L XING:180,500,20,2654.163,7620.166,S,333.44,9,E,E,E,STR
322,+,PSR:110KMPH,500,20,2654.1723,7620.1653,S,333.44,44,E,E,E,STR
323,DO,DO STR,500,20,2653.9279,7619.5719,S,333.44,11,E,E,E,STR
324,DO,DO ADV STR,500,20,2653.817,7619.2751,S,333.44,2,E,E,E,STR
325,+,L XING:182,500,20,2653.7747,7619.1625,S,333.44,9,E,E,E,STR
326,+,L XING:184,500,20,2653.3018,7617.424,S,333.44,9,E,E,E,STR
327,+,L XING:185,500,20,2653.0918,7616.6069,S,333.44,9,E,E,E,STR
328,GATE,GATE DIST,500,20,2652.9136,7615.9292,S,333.44,34,E,E,E,STR
329,+,L XING:187,500,20,2652.8513,7615.7028,S,333.44,9,E,E,E,STR
330,GATE,INN DIST,500,20,2652.7537,7615.3264,S,333.44,26,E,E,E,STR
331,+,GATE SIG:188,500,20,2652.6031,7614.7427,S,333.44,4,E,E,E,STR
332,+,L XING:188,500,20,2652.5671,7614.5738,S,333.44,9,E,E,E,STR
333,JW,INN DIST,500,20,2652.4655,7614.1789,S,333.44,26,E,E,E,STR
334,JW,JW HOME,500,20,2652.3158,7613.5987,S,333.44,7,E,E,E,STR
335,+,L XING:189,500,20,2652.2871,7613.4876,S,333.44,9,E,E,E,STR
336,JW,JW STR,500,20,2652.1256,7612.8684,S,333.44,11,E,E,E,STR
337,+,PSR:95KMPH,500,20,2652.0904,7612.758,S,333.44,44,E,E,E,STR
338,JW,JW ADV STR,500,20,2652.0783,7612.6802,S,333.44,2,E,E,E,STR
339,+,GATE SIG:190,500,20,2652.0158,7612.2481,S,333.44,4,E,E,E,STR
340,+,L XING:190,500,20,2651.9804,7612.0835,S,333.44,9,E,E,E,STR
341,+,L XING:191,500,20,2651.5243,7610.3791,S,333.44,9,E,E,E,STR
342,+,PSR:100KMPH,500,20,2651.4971,7610.2779,S,333.44,44,E,E,E,STR
343,+,HALT:BSKO,500,20,2651.4941,7610.2865,S,333.44,5,E,E,E,STR
344,GATE,GATE DIST,500,20,2651.4525,7610.1127,S,333.44,34,E,E,E,STR
345,+,L XING:192,500,20,2651.4066,7609.3559,S,333.44,9,E,E,E,STR
346,GATE,INN DIST,500,20,2651.401,7609.2643,S,333.44,26,E,E,E,STR
347,+,GATE SIG:193,500,20,2651.3653,7608.6663,S,333.44,4,E,E,E,STR
348,+,L XING:193,500,20,2651.3573,7608.5345,S,333.44,9,E,E,E,STR
349,+,GATE SIG:194,500,20,2651.2736,7607.8555,S,333.44,4,E,E,E,STR
350,+,L XING:194,500,20,2651.2579,7607.6936,S,333.44,9,E,E,E,STR
351,JHIR,JHIR HOME,500,20,2651.2264,7607.4568,S,333.44,7,E,E,E,STR
352,JHIR,JHIR STR,500,20,2651.1374,7606.7963,S,333.44,11,E,E,E,STR
353,+,L XING:195,500,20,2651.1059,7606.5646,S,333.44,9,E,E,E,STR
354,JHIR,JHIR ADV STR,500,20,2651.1013,7606.5403,S,333.44,2,E,E,E,STR
355,GATE,INN DIST,500,20,2651.0347,7606.0448,S,333.44,26,E,E,E,STR
356,+,GATE SIG:197,500,20,2650.9501,7605.4516,S,333.44,4,E,E,E,STR
357,+,L XING:197,500,20,2650.9319,7605.3206,S,333.44,9,E,E,E,STR
358,BAI,BAI DIST,500,20,2650.7771,7604.5657,S,333.44,3,E,E,E,STR
359,BAI,BAI INN DIST,500,20,2650.6357,7603.923,S,333.44,26,E,E,E,STR
360,+,L XING:199,500,20,2650.5984,7603.7196,S,333.44,9,E,E,E,STR
361,BAI,BAI HOME,500,20,2650.5444,7603.3201,S,333.44,7,E,E,E,STR
362,+,L XING:200,500,20,2650.5163,7603.1243,S,333.44,9,E,E,E,STR
363,BAI,BAI STR,500,20,2650.4416,7602.6189,S,333.44,11,E,E,E,STR
364,BAI,BAI ADV STR,500,20,2650.4141,7602.3874,S,333.44,2,E,E,E,STR
365,+,L XING:201,500,20,2650.4099,7620.3741,S,333.44,9,E,E,E,STR
366,GATE,GATE DIST,500,20,2650.4043,7602.1179,S,333.44,34,E,E,E,STR
367,.,DJ OPEN,240,20,2650.4104,7601.8605,S,333.44,24,E,E,E,STR
368,+,L XING:202,500,20,2650.4099,7602.3741,S,333.44,9,E,E,E,STR
369,GATE,GATE INN DIST,500,20,2650.4255,7601.4428,S,333.44,26,E,E,E,STR
370,+,GATE SIG:204,500,20,2650.4405,7600.8227,S,333.44,4,E,E,E,STR
371,+,L XING:204,500,20,2650.4432,7600.7067,S,333.44,9,E,E,E,STR
372,KUT,KUT DIST,500,20,2650.4677,7559.4804,S,333.44,3,E,E,E,STR
373,+,L XING:205,500,20,2650.4754,7559.3848,S,333.44,9,E,E,E,STR
374,KUT,KUT INN DIST,500,20,2650.4898,7558.7577,S,333.44,26,E,E,E,STR
375,KUT,KUT HOME,500,20,2650.5058,7558.1274,S,333.44,7,E,E,E,STR
376,KUT,KUT STR,500,20,2650.5274,7557.1235,S,333.44,11,E,E,E,STR
377,+,L XING:207,500,20,2650.5313,7556.9753,S,333.44,9,E,E,E,STR
378,KUT,KUT ADV STR,500,20,2650.5319,7556.98,S,333.44,2,E,E,E,STR
379,+,L XING:208,500,20,2650.5523,7556.1465,S,333.44,9,E,E,E,STR
380,+,PSR:110KMPH,500,20,2650.5618,7555.8607,S,333.44,44,E,E,E,STR
381,KWP,KWP DIST,500,20,2650.5626,7555.8193,S,333.44,3,E,E,E,STR
382,+,L XING:209,500,20,2650.5158,7555.5204,S,333.44,9,E,E,E,STR
383,KWP,KWP INN DIST,500,20,2650.3176,7555.2349,S,333.44,26,E,E,E,STR
384,+,L XING:210,500,20,2650.1923,7554.9021,S,333.44,9,E,E,E,STR
385,KWP,KWP HOME,500,20,2650.1841,7554.3116,S,333.44,7,E,E,E,STR
386,KWP,KWP STR,500,20,2650.1634,7553.3636,S,333.44,11,E,E,E,STR
387,KWP,KWP ADV STR,500,20,2650.1517,7552.8491,S,333.44,2,E,E,E,STR
388,+,L XING:212,500,20,2650.1471,7552.7378,S,333.44,9,E,E,E,STR
389,+,GATE SIG:213,500,20,2650.1368,7552.2221,S,333.44,4,E,E,E,STR
390,+,L XING:213,500,20,2650.1292,7552.1108,S,333.44,9,E,E,E,STR
391,KWP,INNER DIST,500,20,2650.1214,7551.7713,S,333.44,26,E,E,E,STR
392,+,GATE SIG:214,500,20,2650.1091,7551.1709,S,333.44,4,E,E,E,STR
393,+,L XING:214,500,20,2650.1065,7551.0617,S,333.44,9,E,E,E,STR
394,GTJT,GTJT INN DIST,500,20,2650.0988,7550.8502,S,333.44,26,E,E,E,STR
395,+,PSR:80KMPH,500,20,2650.0904,7550.3089,S,333.44,44,E,E,E,STR
396,GTJT,GTJT HOME,500,20,2650.0871,7550.2275,S,333.44,7,E,E,E,STR
397,+,L XING:215,500,20,2650.1166,7550.1077,S,333.44,9,E,E,E,STR
398,GTJT,GTJT STR,500,20,2650.3348,7549.6268,S,333.44,11,E,E,E,STR
399,GTJT,GTJT ADV STR,500,20,2650.3995,7549.4958,S,333.44,2,E,E,E,STR
400,+,PSR:110KMPH,500,20,2650.4875,7549.2954,S,333.44,44,E,E,E,STR
401,+,AUTO:23174,500,20,2650.5858,7549.1073,S,333.44,12,E,E,E,STR
402,+,AUTO:23274,500,20,2651.0347,7548.7366,S,333.44,12,E,E,E,STR
403,+,AUTO:23376,500,20,2651.4989,7548.3744,S,333.44,12,E,E,E,STR
404,+,PSR:110KMPH,500,20,2651.7109,7548.2084,S,333.44,44,E,E,E,STR
405,GADJ,GADJ HOME,500,20,2651.947,7548.0769,S,333.44,7,E,E,E,STR
406,RHS,GADJ STR,500,20,2652.6093,7547.8876,S,333.44,11,E,E,E,STR
407,+,L XING:217,500,20,2652.6873,7547.8526,S,333.44,9,E,E,E,STR
408,GADJ,GADJ ADV STR,500,20,2652.8644,7547.8036,S,333.44,2,E,E,E,STR
409,+,GATE SIG:219,500,20,2653.3081,7547.6759,S,333.44,4,E,E,E,STR
410,+,L XING:219,500,20,2653.4068,7547.6536,S,333.44,9,E,E,E,STR
411,+,PSR:115KMPH,500,20,2653.5021,7547.6101,S,333.44,44,E,E,E,STR
412,JP,JP DIST,500,20,2653.8483,7547.5066,S,333.44,3,E,E,E,STR
413,JP,JP HOME:96,500,20,2654.3884,7547.4043,S,333.44,7,E,E,E,STR
414,+,L XING:222,500,20,2654.5309,7547.4129,S,333.44,9,E,E,E,STR
415,+,PSR:45KMPH,500,20,2654.6669,7547.4243,S,333.44,44,E,E,E,STR
416,JP,JP R HOME:78,500,20,2655.028,7547.425,S,333.44,16,E,E,E,STR
417,+,PSR:30KMPH,500,20,2655.0901,7547.3814,S,333.44,44,E,E,E,STR
418,JP,JP STR:PF2,500,20,2655.331,7547.068,S,333.44,11,E,E,E,STR
419,+,L XING:225,500,20,2655.56,7546.786,S,333.44,9,E,E,E,STR
420,+,PSR:55KMPH,500,20,2655.5905,7546.7546,S,333.44,44,E,E,E,STR
421,+,PSR:110KMPH,500,20,2655.7232,7546.5439,S,333.44,44,E,E,E,STR
422,JP,JP ADV STR,500,20,2655.741,7546.5151,S,333.44,2,E,E,E,STR
423,.,DJ OPEN,240,20,2655.8397,7546.3483,S,333.44,24,E,E,E,STR
424,+,GATE SIG,500,20,2655.956,7546.1182,S,333.44,4,E,E,E,STR
425,+,L XING:LC226,500,20,2655.9949,7545.9928,S,333.44,9,E,E,E,STR
426,IBH,IB DIST,500,20,2656.0459,7545.4811,S,333.44,50,E,E,E,STR
427,IBH,IB INNER DIST,500,20,2656.0675,7544.8607,S,333.44,51,E,E,E,STR
428,IBH,IBH SIG,500,20,2655.9961,7544.2277,S,333.44,30,E,E,E,STR
429,GATE,GATE DIST,500,20,2655.9506,7543.8244,S,333.44,34,E,E,E,STR
430,+,GATE SIG,500,20,2655.8784,7543.2158,S,333.44,4,E,E,E,STR
431,+,L XING:LC229,500,20,2655.866,7543.107,S,333.44,9,E,E,E,STR
432,KKU,KKU HOME,500,20,2655.8164,7542.6581,S,333.44,7,E,E,E,STR
433,KKU,KKU STR,500,20,2655.7207,7541.815,S,333.44,11,E,E,E,STR
434,+,L XING:LC231,500,20,2655.6834,7541.4995,S,333.44,9,E,E,E,STR
435,KKU,KKU ADV STR,500,20,2655.6842,7541.4976,S,333.44,2,E,E,E,STR
436,+,GATE SIG,500,20,2655.5932,7540.7148,S,333.44,4,E,E,E,STR
437,+,L XING:LC232,500,20,2655.58,7540.5941,S,333.44,9,E,E,E,STR
438,GATE,GATE INNER DIST,500,20,2655.5355,7540.204,S,333.44,26,E,E,E,STR
439,+,GATE SIG,500,20,2655.4703,7539.6312,S,333.44,4,E,E,E,STR
440,+,L XING:LC233,500,20,2655.4539,7539.4902,S,333.44,9,E,E,E,STR
441,+,HALT:BDYK,500,20,2655.4196,7539.1984,S,333.44,5,E,E,E,STR
442,IBH,IBH SIG,500,20,2655.3983,7539.0167,S,333.44,30,E,E,E,STR
443,+,GATE SIG,500,20,2655.2985,7538.1534,S,333.44,4,E,E,E,STR
444,+,L XING:LC234,500,20,2655.2808,7537.9935,S,333.44,9,E,E,E,STR
445,DNK,INNER DISTANT,500,20,2655.2143,7537.4133,S,333.44,26,E,E,E,STR
446,DNK,DNK HOME,500,20,2655.1442,7536.8093,S,333.44,7,E,E,E,STR
447,+,L XING:LC235,500,20,2655.1318,7536.7113,S,333.44,9,E,E,E,STR
448,DNK,DNK STR,500,20,2655.0673,7536.105,S,333.44,11,E,E,E,STR
449,DNK,DNK ADV STR,500,20,2655.0439,7535.8965,S,333.44,2,E,E,E,STR
450,GATE,GATEINNER DIST,500,20,2655.0049,7535.6104,S,333.44,26,E,E,E,STR
451,+,GATE SIG,500,20,2654.9364,7535.0165,S,333.44,4,E,E,E,STR
452,+,L XING:LC236,500,20,2654.9191,7534.8618,S,333.44,9,E,E,E,STR
453,IBH,IBH SIG,500,20,2654.8736,7534.4758,S,333.44,30,E,E,E,STR
454,+,HALT:SHNX,500,20,2654.8404,7534.1802,S,333.44,5,E,E,E,STR
455,+,GATE SIG:237,500,20,2654.8058,7533.8811,S,333.44,4,E,E,E,STR
456,+,L XING:LC237,500,20,2654.7873,7533.7145,S,333.44,9,E,E,E,STR
457,+,GATE SIG,500,20,2654.7321,7533.2198,S,333.44,4,E,E,E,STR
458,+,L XING:LC238,500,20,2654.7117,7533.0752,S,333.44,9,E,E,E,STR
459,GATE,GATE DISTANT,500,20,2654.6983,7532.9375,S,333.44,34,E,E,E,STR
460,GATE,GATE INNER DIST,500,20,2654.6226,7532.2793,S,333.44,26,E,E,E,STR
461,+,GATE SIG,500,20,2654.5537,7531.6798,S,333.44,4,E,E,E,STR
462,+,L XING:LC239,500,20,2654.5387,7531.5446,S,333.44,9,E,E,E,STR
463,BOBS,INNER DISTANT,500,20,2654.479,7531.0322,S,333.44,26,E,E,E,STR
464,BOBS,BOBS HOME,500,20,2654.4097,7530.4376,S,333.44,7,E,E,E,STR
465,+,L XING:LC240,500,20,2654.3942,7530.3062,S,333.44,9,E,E,E,STR
466,BOBS,BOBS STR,500,20,2654.3322,7529.7674,S,333.44,11,E,E,E,STR
467,BOBS,BOBS ADV STR,500,20,2654.3054,7529.5395,S,333.44,2,E,E,E,STR
468,.,DJ OPEN,240,20,2654.274,7529.2777,S,333.44,24,E,E,E,STR
469,+,GATE SIG,500,20,2654.2168,7528.7841,S,333.44,4,E,E,E,STR
470,+,L XING:LC241,500,20,2654.2173,7528.7884,S,333.44,9,E,E,E,STR
471,GATE,INNER DIST,500,20,2654.1447,7528.1655,S,333.44,26,E,E,E,STR
472,+,GATE SIG,500,20,2654.0716,7527.5427,S,333.44,4,E,E,E,STR
473,+,L XING:242,500,20,2654.0544,7527.3867,S,333.44,9,E,E,E,STR
474,+,PSR:115KMPH,500,20,2653.9916,7526.9118,S,333.44,44,E,E,E,STR
475,JOB,INNER DISTANT,500,20,2653.9534,7526.7521,S,333.44,26,E,E,E,STR
476,JOB,JOB HOME,500,20,2654.0823,7525.9951,S,333.44,7,E,E,E,STR
477,+,L XING:LC243,500,20,2653.9827,7525.2643,S,333.44,9,E,E,E,STR
478,JOB,JOB STR,500,20,2653.9647,7525.1272,S,333.44,11,E,E,E,STR
479,JOB,JOB ADV STR,500,20,2653.8886,7524.5557,S,333.44,2,E,E,E,STR
480,+,GATE SIG,500,20,2653.8252,7524.1391,S,333.44,4,E,E,E,STR
481,+,L XING:LC244,500,20,2653.8012,7523.9851,S,333.44,9,E,E,E,STR
482,GATE,GATE DISTANT,500,20,2653.6675,7523.1016,S,333.44,3,E,E,E,STR
483,GATE,INNER DISTANT,500,20,2653.5685,7522.4513,S,333.44,26,E,E,E,STR
484,+,HALT:DHND,500,20,2653.5535,7522.3303,S,333.44,5,E,E,E,STR
485,+,GATE SIG,500,20,2653.4849,7521.8886,S,333.44,4,E,E,E,STR
486,+,L XING:LC245,500,20,2653.4581,7521.7233,S,333.44,9,E,E,E,STR
487,HDA,HDA DISTANT,500,20,2653.4065,7521.3658,S,333.44,3,E,E,E,STR
488,HDA,INNER DISTANT,500,20,2653.317,7520.7716,S,333.44,26,E,E,E,STR
489,HDA,HDA HOME,500,20,2653.2246,7520.1587,S,333.44,7,E,E,E,STR
490,+,L XING:LC246,500,20,2653.2049,7520.0238,S,333.44,9,E,E,E,STR
491,HDA,HDA STR,500,20,2653.1225,7519.4841,S,333.44,11,E,E,E,STR
492,HDA,HDA ADV STR,500,20,2653.0741,7519.1641,S,333.44,2,E,E,E,STR
493,GATE,GATE DISTANT,500,20,2652.7756,7517.2111,S,333.44,34,E,E,E,STR
494,GATE,INNER DIST,500,20,2652.6801,7516.5818,S,333.44,26,E,E,E,STR
495,+,GATE SIG,500,20,2652.5868,7515.9739,S,333.44,4,E,E,E,STR
496,+,L XING:LC249,500,20,2652.5705,7515.8774,S,333.44,9,E,E,E,STR
497,FL,FL HOME,500,20,2652.5071,7515.4393,S,333.44,7,E,E,E,STR
498,RHS,FL STR,500,20,2652.3828,7514.6502,S,333.44,11,E,E,E,STR
499,+,PSR:75KMPH,500,20,2652.36,7514.5384,S,333.44,44,E,E,E,STR
500,FL,INT STR,500,20,2652.2109,7514.2285,S,333.44,8,E,E,E,STR
501,+,L XING:LC01,500,20,2652.1964,7514.2216,S,333.44,9,E,E,E,STR
502,FL,FL ADV STR,500,20,2651.9662,7514.095,S,333.44,2,E,E,E,STR
503,.,DJ OPEN,240,20,2651.7565,7513.9834,S,333.44,24,E,E,E,STR
504,BNWS,BNWS DISTANT,500,20,2651.5471,7513.8692,S,333.44,3,E,E,E,STR
505,BNWS,BNWS INNER DIST,500,20,2650.9934,7513.5638,S,333.44,26,E,E,E,STR
506,BNWS,BNWS HOME,500,20,2650.5063,7513.2991,S,333.44,7,E,E,E,STR
507,BNWS,BNWS STR,500,20,2649.8079,7512.924,S,333.44,11,E,E,E,STR
508,BNWS,BNWS ADV STR,500,20,2649.585,7512.7989,S,333.44,2,E,E,E,STR
509,NRI,NRI DISTANT,500,20,2649.09,7512.5249,S,333.44,3,E,E,E,STR
510,NRI,INNER DISTANT,500,20,2648.5376,7512.2273,S,333.44,26,E,E,E,STR
511,+,PSR:95KMPH,500,20,2648.1316,7512.0064,S,333.44,44,E,E,E,STR
512,NRI,NRI HOME,500,20,2647.9708,7511.9044,S,333.44,7,E,E,E,STR
513,NRI,NRI STR,500,20,2647.6392,7511.3384,S,333.44,11,E,E,E,STR
514,NRI,NRI ADV STR,500,20,2647.5688,7511.2129,S,333.44,2,E,E,E,STR
515,IB,IB DISTANT,500,20,2646.823,7509.8602,S,333.44,50,E,E,E,STR
516,IB,IB INER DIST,500,20,2646.5324,7509.3417,S,333.44,26,E,E,E,STR
517,+,HALT:DTRA,500,20,2646.5277,7509.3385,S,333.44,5,E,E,E,STR
518,IBH,IBH HOME,500,20,2646.2178,7508.8066,S,333.44,30,E,E,E,STR
519,SK,DISTANT,500,20,2645.0266,7506.93,S,333.44,3,E,E,E,STR
520,SK,INNER DISTANT,500,20,2644.7402,7506.3829,S,333.44,26,E,E,E,STR
521,SK,SK HOME,500,20,2644.4408,7505.8257,S,333.44,7,E,E,E,STR
522,SK,SK STR,500,20,2644.1268,7505.2278,S,333.44,11,E,E,E,STR
523,SK,SK ADV STR,500,20,2644.0173,7505.0199,S,333.44,2,E,E,E,STR
524,.,DJ OPEN,240,20,2643.8726,7504.7517,S,333.44,24,E,E,E,STR
525,+,AUTO:23932,500,20,2643.721,7504.4718,S,333.44,12,E,E,E,STR
526,+,AUTO:24042,500,20,2643.413,7503.889,S,333.44,12,E,E,E,STR
527,+,AUTO:24152,500,20,2643.1043,7503.3029,S,333.44,12,E,E,E,STR
528,+,AUTO:24262,500,20,2642.8173,7502.7615,S,333.44,12,E,E,E,STR
529,+,AUTO:24372,500,20,2642.5119,7502.1852,S,333.44,12,E,E,E,STR
530,HALT,HALT:SALI,500,20,2642.4317,7502.0253,S,333.44,5,E,E,E,STR
531,+,AUTO:24482,500,20,2642.2067,7501.6071,S,333.44,12,E,E,E,STR
532,+,AUTO:24592,500,20,2641.903,7501.0382,S,333.44,12,E,E,E,STR
533,+,AUTO:24702,500,20,2641.6117,7500.4884,S,333.44,12,E,E,E,STR
534,+,AUTO:24812,500,20,2641.2963,7459.8925,S,333.44,12,E,E,E,STR
535,+,AUTO:24922,500,20,2640.9983,7459.3254,S,333.44,12,E,E,E,STR
536,GLTA,GLTA HOME,500,20,2640.6532,7458.67,S,333.44,7,E,E,E,STR
537,GLTA,GLTA STR,500,20,2640.3372,7458.0738,S,333.44,11,E,E,E,STR
538,GLTA,GLTA ADV STR,500,20,2640.2381,7457.8852,S,333.44,2,E,E,E,STR
539,+,AUTO:25302,500,20,2639.995,7457.4315,S,333.44,12,E,E,E,STR
540,+,AUTO:25412,500,20,2639.6886,7456.8524,S,333.44,12,E,E,E,STR
541,+,AUTO:25512,500,20,2639.3912,7456.333,S,333.44,12,E,E,E,STR
542,+,HALT:TL,500,20,2639.2393,7456.1246,S,333.44,5,E,E,E,STR
543,+,AUTO:25622,500,20,2639.0085,7455.8102,S,333.44,12,E,E,E,STR
544,+,AUTO:25732,500,20,2638.6131,7455.2831,S,333.44,12,E,E,E,STR
545,+,AUTO:25852,500,20,2638.2304,7454.7612,S,333.44,12,E,E,E,STR
546,MNDV,MNDV HOME,500,20,2637.8153,7454.1878,S,333.44,7,E,E,E,STR
547,MNDV,MNDV STR,500,20,2637.3749,7453.5866,S,333.44,11,E,E,E,STR
548,MNDV,MNDV ADV STR,500,20,2637.2881,7453.4687,S,333.44,2,E,E,E,STR
549,+,AUTO:26232,500,20,2636.9949,7453.0671,S,333.44,12,E,E,E,STR
550,+,PSR:105KMPH,500,20,2636.6828,7452.6461,S,333.44,44,E,E,E,STR
551,+,AUTO:26342,500,20,2636.5914,7452.5233,S,333.44,12,E,E,E,STR
552,+,AUTO:26552,500,20,2636.1085,7452.1968,S,333.44,12,E,E,E,STR
553,+,PSR:105KMPH,500,20,2635.7771,7451.9904,S,333.44,44,E,E,E,STR
554,+,AUTO:26562,500,20,2635.5836,7451.8232,S,333.44,12,E,E,E,STR
555,+,AUTO:26672,500,20,2635.3626,7451.2758,S,333.44,12,E,E,E,STR
556,+,AUTO:26782,500,20,2635.0427,7450.5416,S,333.44,12,E,E,E,STR
557,KSG,KSG HOME,500,20,2634.7303,7449.9116,S,333.44,7,E,E,E,STR
558,KSG,KSG STR,500,20,2634.4061,7449.2808,S,333.44,11,E,E,E,STR
559,KSG,KSG ADV STR,500,20,2634.3119,7449.0906,S,333.44,2,E,E,E,STR
560,+,AUTO:27162,500,20,2634.0296,7448.6572,S,333.44,12,E,E,E,STR
561,.,DJ OPEN,240,20,2633.8942,7448.4871,S,333.44,24,E,E,E,STR
562,+,AUTO:27262,500,20,2633.6098,7448.0998,S,333.44,12,E,E,E,STR
563,+,AUTO:27362,500,20,2633.2458,7447.6179,S,333.44,12,E,E,E,STR
564,GEK,GEK HOME,500,20,2632.865,7447.1223,S,333.44,7,E,E,E,STR
565,GEK,GEK STR,500,20,2632.4679,7446.5981,S,333.44,11,E,E,E,STR
566,GEK,GEK ADV STR,500,20,2632.3417,7446.4306,S,333.44,2,E,E,E,STR
567,+,AUTO:27722,500,20,2631.9319,7445.8839,S,333.44,12,E,E,E,STR
568,+,AUTO:27832,500,20,2631.5474,7445.3749,S,333.44,12,E,E,E,STR
569,+,AUTO:27942,500,20,2631.1818,7444.8915,S,333.44,12,E,E,E,STR
570,LR,LR HOME,500,20,2630.7989,7444.3955,S,333.44,7,E,E,E,STR
571,LR,LR STR,500,20,2630.4482,7443.9271,S,333.44,11,E,E,E,STR
572,LR,LR ADV STR,500,20,2630.3452,7443.8147,S,333.44,2,E,E,E,STR
573,+,AUTO:28320,500,20,2629.8579,7443.2439,S,333.44,12,E,E,E,STR
574,+,AUTO:28442,500,20,2629.4116,7442.7547,S,333.44,12,E,E,E,STR
575,.,DJ OPEN,240,20,2628.9916,7442.3361,S,333.44,24,E,E,E,STR
576,+,AUTO:28562,500,20,2628.8743,7442.2188,S,333.44,12,E,E,E,STR
577,MD,MD HOME,500,20,2628.3848,7441.7291,S,333.44,7,E,E,E,STR
578,MD,MD STR SA,500,20,2627.6331,7440.9834,S,333.44,11,E,E,E,STR
579,SA,MD ADV STR SA,500,20,2627.2964,7440.6508,S,333.44,2,E,E,E,STR
580,+,PSR:125KMPH,500,20,2627.2656,7440.6195,S,333.44,44,E,E,E,STR
581,+,AUTO:2902,500,20,2627.108,7440.3384,S,333.44,12,E,E,E,STR
582,+,PSR:75KMPH,500,20,2626.9851,7440.0456,S,333.44,44,E,E,E,STR
583,+,PSR:90KMPH,500,20,2626.9565,7439.9773,S,333.44,44,E,E,E,STR
584,+,GATE SIG,500,20,2626.9094,7439.767,S,333.44,4,E,E,E,STR
585,+,L XING:LC44,500,20,2626.9185,7439.6539,S,333.44,9,E,E,E,STR
586,+,PSR:85KMPH,500,20,2626.9255,7439.5399,S,333.44,44,E,E,E,STR
587,AII,AII HOME,500,20,2627.2599,7439.1251,S,333.44,7,E,E,E,STR
588,+,PSR:50KMPH,500,20,2627.3447,7439.0775,S,333.44,44,E,E,E,STR
589,+,PSR:15KMPH,500,20,2627.6515,7438.817,S,333.44,44,E,E,E,STR
590,AII,AII R HOME:172,500,20,2627.6547,7438.8195,S,333.44,16,E,E,E,STR
591,+,L XING:LC48,500,20,2627.7348,7438.3893,S,333.44,9,E,E,E,STR
592,AII,AII R HOME:144,500,20,2627.7406,7438.4096,S,333.44,16,E,E,E,STR
593,AII,AII STR,500,20,2627.2148,7438.2794,S,333.44,11,E,E,E,STR
594,AII,INT STR,500,20,2627.0183,7438.3638,S,333.44,8,E,E,E,STR
595,AII,AII ADV STR,500,20,2626.7737,7438.4171,S,333.44,2,E,E,E,STR
596,+,PSR:100KMPH,500,20,2626.3595,7438.5032,S,333.44,44,E,E,E,STR
